experience,country,education,languages,frameworks,company_size,salary_usd
32,France,Bachelors,"JavaScript, C#","ASP.NET, Django",1-10,160265
3,USA,Masters,"Python, C#","Vue, Ruby on Rails",51-200,129069
38,Germany,Masters,"JavaScript, Ruby","Flask, Angular",1-10,200458
11,USA,,"PHP, C#","Angular, React",11-50,112981
1,Canada,Bachelors,"Python, C++","Laravel, Django",1-10,55808
,USA,Some College,"Ruby, Swift","React, Express",11-50,
,USA,,"C++, C++","Django, Ruby on Rails",201-1000,77233
-2,USA,,"PHP, Java",,1-10,109793
11,India,Bachelors,,"Django, Flask",201-1000,42706
6,USA,Masters,"Rust, Python","Spring, Ruby on Rails",5000+,127389
25,France,Masters,"JavaScript, C#","Vue, Ruby on Rails",1001-5000,122572
31,France,Masters,"Python, JavaScript","ASP.NET, Laravel",201-1000,157496
38,USA,Bachelors,"Ruby, Swift","Django, ASP.NET",11-50,1479562
unknown,USA,Bachelors,"Python, Python","React, Laravel",11-50,125561
0,CA,Masters,"Swift, JavaScript","Ruby on Rails, Laravel",1001-5000,64226
37,UK,Bachelors,"Go, JavaScript","Ruby on Rails, Django",1-10,200011
9,India,Masters,"JavaScript, Swift","ASP.NET, Django",201-1000,46840
33,Australia,Bachelors,"Swift, C#","Spring, Angular",201-1000,170599
16,Germany,Bachelors,,,1001-5000,88386
23,France,Master,,"Ruby on Rails, Angular",1-10,151436
1,Canada,PhD,"JavaScript, JavaScript","Ruby on Rails, React",5000+,
23,UK,Bachelors,"PHP, Ruby",,1-10,107141
25,Singapore,Masters,"Java, Go","Django, Flask",1001-5000,132221
40,Canada,Bachelors,"Rust, Java","Django, Vue",11-50,201416
23,USA,Bachelors,"C++, Java","Ruby on Rails, React",51-200,127798
10,Canada,Bachelors,"Go, Ruby","Ruby on Rails, React",11-50,98381
25,India,Bachelors,"Swift, Go","Ruby on Rails, Laravel",201-1000,94582
7,Australia,Some College,"C#, Go","Angular, Vue",1-10,unknown
,USA,Bachelors,"Swift, JavaScript","Vue, Spring",51-200,165228
29,UK,Bachelors,"PHP, PHP","Flask, Express",201-1000,165294
0,USA,Bachelors,"C#, C++","Laravel, Django",1-10,107575
3,USA,Bachelors,"Python, PHP","Angular, Flask",1-10,81075
2,USA,Bachelors,"Python, Ruby","Laravel, Vue",11-50,98053
4,france,Masters,"Python, Rust","React, Angular",51-200,70468
8,Canada,Bachelors,"Java, PHP","Ruby on Rails, Spring",201-1000,99561
40,UK,Some College,"Ruby, Go","Ruby on Rails, Laravel",5000+,212897
37,Japan,Masters,"Ruby, Ruby","Laravel, Express",1001-5000,188646
4,Australia,Bachelors,,"Laravel, Django",51-200,62086
2,USA,Bachelors,"Rust, Rust","Ruby on Rails, Express",1-10,101182
N/A,India,Bachelors,"Python, C++","React, ASP.NET",201-1000,20609
10,USA,,"Swift, Rust","Ruby on Rails, Express",5000+,132624
14,USA,Bachelors,"Python, Ruby","Ruby on Rails, Express",11-50,144031
10,India,Some College,"JavaScript, PHP","Laravel, Ruby on Rails",1001-5000,41606
18,Canada,Some College,"Python, JavaScript","Angular, Ruby on Rails",5000+,129014
4,India,Bachelors,"Ruby, JavaScript","Vue, Flask",1001-5000,24454
33,Japan,Bachelors,"Rust, JavaScript","Vue, Flask",1-10,173097
19,USA,Some College,"C#, PHP","Flask, Vue",1-10,144804
0,UK,Masters,"Go, Swift","Spring, Angular",5000+,84828
17,USA,Masters,"JavaScript, C++","React, React",1-10,NA
19,USA,Some College,"Swift, Swift","Ruby on Rails, Laravel",1-10,172205
9,Canada,Bachelors,"Java, Swift","Angular, Vue",1-10,92869
5,UK,Masters,"Swift, Rust","Angular, Vue",11-50,89394
3,France,Bachelors,"C#, C++","Spring, Angular",51-200,55659
10,USA,Bachelors,,"Ruby on Rails, Ruby on Rails",201-1000,108112
20,Australia,Masters,"Swift, Swift","Spring, Ruby on Rails",5000+,147090
2,UK,Bachelors,"JavaScript, JavaScript","Spring, Ruby on Rails",1001-5000,78704
5,France,  Some College  ,"Java, Ruby","Ruby on Rails, React",11-50,63382
24,UK,Bachelors,"PHP, Swift","Vue, Django",1-10,131173
14,USA,Bachelors,"JavaScript, JavaScript","Django, Laravel",1001-5000,124624
23,Canada,Bachelors,"Ruby, C++",,11-50,
1,USA,Bachelor,,"Laravel, Angular",1-10,88752
34,India,Bachelors,"C++, JavaScript","React, Django",1-10,138261
24,USA,bachelors,"C#, JavaScript","Django, Django",51-200,NA
28,USA,Bachelors,"PHP, JavaScript","React, Express",5000+,206884
28,Germany,Masters,"C#, PHP",,1001-5000,177518
14,USA,Masters,"Go, PHP","React, Vue",201-1000,127782
22,USA,Bachelors,"Java, JavaScript","Ruby on Rails, Flask",51-200,143123
35,USA,PHD,"C#, Ruby","Flask, Ruby on Rails",1-10,204029
5,USA,Bachelors,"C++, Java","Flask, Flask",201-1000,97262
33,USA,PhD,"Swift, PHP","ASP.NET, ASP.NET",1001-5000,187007
37,India,Bachelors,"JavaScript, Swift","Ruby on Rails, Vue",11-50,133529
-4,India,Bachelors,"Java, Python","Spring, Laravel",1-10,113147
0,Japan,High School,"Python, C#","Laravel, Ruby on Rails",1001-5000,43217
32,USA,Bachelors,"C#, C++","ASP.NET, Vue",5000+,207227
30,Germany,Masters,"PHP, JavaScript","Ruby on Rails, ASP.NET",1-10,169115
23,USA,  High School  ,"Ruby, Swift","React, Vue",51-200,154488
14,USA,Masters,"PHP, Java","Express, Flask",201-1000,130600
22,Germany,Some College,"Go, Swift","Flask, ASP.NET",51-200,145271
16,USA,Masters,,"Flask, ASP.NET",5000+,172561
36,UK,Bachelors,"Rust, Java","Django, Laravel",51-200,159335
1,CANADA,Bachelors,"C++, Go","Spring, Vue",11-50,62694
37,Germany,Bachelors,"C#, Python","Express, React",11-50,138377
9,USA,Masters,"Swift, Java","Spring, React",51-200,102751
21,Japan,Bachelors,"Go, Python","Flask, Flask",1-10,134542
13,Canada,Masters,"Rust, Swift","Vue, Ruby on Rails",1-10,91019
21,UK,Masters,"Ruby, Swift","Vue, Express",51-200,137695
7,Canada,Masters,"Python, C++","React, Express",11-50,90933
33,India,Bachelors,"JavaScript, PHP","React, Spring",11-50,123753
25,Germany,Masters,"C#, Python","Ruby on Rails, Angular",1001-5000,153086
10,France,Bachelors,"Go, Ruby","Spring, ASP.NET",1-10,
31,Canada,,"Rust, Java","Ruby on Rails, Angular",5000+,154109
n/a,USA,Some College,"Rust, JavaScript","ASP.NET, Ruby on Rails",201-1000,134438
16,Australia,PhD,"PHP, Rust","Flask, Django",51-200,118331
38,India,,"C++, JavaScript","React, Ruby on Rails",51-200,119969
28,India,Bachelors,"Swift, Rust","ASP.NET, Angular",5000+,103972
9,USA,PhD,,"Laravel, Django",5000+,131895
1,Canada,High School,"Rust, C#","Laravel, Vue",1-10,54665
32,Brazil,Some College,"C++, Rust","Flask, Angular",5000+,182004
35,India,Some College,"Swift, C#","React, Angular",1-10,137063
,USA,Bachelors,"C#, Python","ASP.NET, Angular",1001-5000,144827
16,USA,Bachelors,"Rust, Java","Django, Flask",201-1000,113954
1,USA,Bachelors,"JavaScript, Ruby","Express, Angular",5000+,93836
28,Japan,Masters,,"Ruby on Rails, Ruby on Rails",1001-5000,172536
,Japan,Bachelors,"Rust, C#","Express, Ruby on Rails",11-50,111090
23,USA,Bachelors,"Rust, C#","Angular, Angular",201-1000,151857
34,India,Masters,"JavaScript, C#","Flask, React",11-50,
14,USA,Bachelors,"Swift, Go","Ruby on Rails, Laravel",11-50,108852
14,India,Bachelors,"Swift, JavaScript","Django, Django",1001-5000,47640
?,UK,Masters,,"Angular, React",201-1000,129295
,  USA  ,Bachelors,"Java, Rust","Spring, React",201-1000,172840
9,Japan,Masters,"Swift, Python","Express, Express",11-50,101274
37,USA,Masters,,"Express, Vue",5000+,251011
7,Germany,,"C#, Go","Angular, React",201-1000,94043
39,Germany,Bachelors,"Swift, C#","Django, Ruby on Rails",1-10,189909
-1,Germany,Some College,"Rust, PHP","Angular, Angular",1-10,66561
22,Australia,Bachelors,"Java, JavaScript","Angular, Django",1001-5000,130600
1,Australia,,"JavaScript, Python",,11-50,47277
34,Canada,Masters,"JavaScript, Rust","ASP.NET, Flask",201-1000,174235
9,Germany,Bachelors,,"React, Flask",51-200,101402
38,USA,Bachelors,"Python, Swift","Django, Laravel",11-50,
36,Australia,Bachelors,"C#, Java","Spring, Angular",1001-5000,169558
,Germany,Masters,"Java, Ruby","Vue, React",11-50,80154
37,india,Bachelors,"Rust, Ruby","Express, Ruby on Rails",1-10,133417
35,USA,Bachelors,"PHP, JavaScript","Vue, Django",1-10,226869
25,USA,Bachelors,"C#, Swift",,51-200,
16,USA,Bachelor's,"Ruby, Go","Django, Flask",5000+,132777
14,JAPAN,Bachelor's,"Java, C++","Spring, ASP.NET",11-50,102300
23,Australia,Bachelors,"Ruby, C++","ASP.NET, Laravel",1-10,114398
-2,Canada,Bachelors,"JavaScript, PHP","Django, ASP.NET",201-1000,122576
31,USA,Masters,"Python, C#","Django, Laravel",1001-5000,194426
15,India,Masters,,"Angular, Spring",201-1000,67609
6,USA,Some College,"Python, PHP","Angular, Django",1001-5000,-37747
2,Japan,Bachelors,"C#, PHP","Ruby on Rails, Vue",201-1000,62763
23,USA,Master's,"C++, Python","Ruby on Rails, Spring",1001-5000,187425
33,India,Bachelors,"C++, Python","ASP.NET, Laravel",1001-5000,112535
2,Germany,Masters,"C++, PHP","Laravel, Laravel",5000+,
12,BRAZIL,Bachelors,"Swift, C++","Laravel, Angular",201-1000,98793
30,USA,  Bachelors  ,"Python, Rust","Ruby on Rails, Flask",1-10,163013
27,Australia,Some College,"PHP, C++","Laravel, ASP.NET",201-1000,149338
29,India,Bachelors,"JavaScript, C#","React, Angular",5000+,107574
38,USA,Masters,,"Angular, Spring",1-10,-13488
18,Canada,Bachelors,"PHP, PHP",,1-10,93227
13,USA,Bachelors,"PHP, Java",,1001-5000,
34,USA,Some College,"Java, Swift","Django, Ruby on Rails",1001-5000,159096
14,UK,Masters,"PHP, Ruby","Ruby on Rails, ASP.NET",5000+,104873
23,USA,High School,"JavaScript, Swift","Vue, Vue",51-200,189078
20,Australia,,"Java, Java","Ruby on Rails, React",1001-5000,90535
27,USA,Bachelor,"Swift, PHP","Flask, Ruby on Rails",1001-5000,138717
3,AU,Bachelors,"C++, PHP","Django, Flask",1-10,50974
28,Singapore,Bachelors,"Swift, C#","Vue, Laravel",11-50,144145
38,INDIA,High School,"Rust, JavaScript","Angular, Django",1001-5000,111853
15,India,Masters,"Ruby, Go","React, Vue",1-10,60379
26,USA,,"C++, Java","Angular, Spring",5000+,165645
8,USA,Some College,"Go, JavaScript","Spring, Django",5000+,118174
14,USA,Bachelors,"Python, C#","Django, ASP.NET",11-50,110540
3,USA,,,"Angular, Ruby on Rails",5000+,108868
15,USA,Bachelors,"PHP, JavaScript","React, Vue",1001-5000,156040
38,USA,Bachelors,"Ruby, PHP","Express, Spring",201-1000,222677
22,Australia,PhD,"C++, Rust","Express, Flask",201-1000,136815
4,USA,Masters,"Swift, Swift","Express, Flask",1001-5000,
,USA,Bachelors,"Swift, Go","Flask, Django",5000+,112598
28,USA,Bachelors,"Ruby, C++","Laravel, Django",51-200,151856
32,Singapore,Bachelors,"Swift, Rust","Django, Angular",201-1000,143404
5,Germany,High School,"PHP, C#","React, Laravel",11-50,76735
19,India,Bachelors,"C++, C#","Angular, Spring",201-1000,74325
37,USA,Bachelors,"Go, C++",,5000+,
7,UK,Masters,"Go, Rust",,51-200,
n/a,USA,Masters,"C#, Java","Ruby on Rails, Angular",201-1000,-25280
75,UK,Some College,"JavaScript, Rust","Django, Ruby on Rails",201-1000,
37,UK,Bachelors,"Rust, Ruby","Django, Angular",1001-5000,181915
35,Germany,Bachelors,"Python, Swift","Express, Spring",11-50,159676
9,USA,Bachelors,"PHP, Ruby","Angular, Flask",1001-5000,95441
38,Canada,Bachelors,,"Angular, Express",51-200,158794
24,USA,Bachelors,"Go, PHP","Spring, Ruby on Rails",11-50,155585
NaN,USA,,"Swift, Java","ASP.NET, Spring",201-1000,95337
7,  UK  ,,"Ruby, Ruby","Django, Vue",201-1000,74019
20,USA,Masters,"C#, Python","Laravel, Flask",1001-5000,160868
7,Brazil,Masters,"C++, Rust","Angular, Laravel",51-200,76150
11,USA,PhD,"Python, C#","Django, Vue",1001-5000,152715
23,UK,,"C#, Ruby","Flask, Spring",11-50,-4376
25,Brazil,Bachelors,"Swift, C#",,201-1000,119557
4,USA,Bachelors,"C#, Ruby","Django, Express",11-50,89382
30,USA,Masters,"C++, C++","Django, Angular",5000+,164739
0,USA,Bachelors,"Java, C#","ASP.NET, ASP.NET",5000+,120940
18,USA,,"PHP, Java","React, Angular",1-10,116746
13,Singapore,Some College,"C#, PHP","Express, React",1-10,
16,Australia,Masters,"Java, Ruby","Angular, Spring",5000+,102035
34,USA,Some College,"PHP, PHP","ASP.NET, React",11-50,
7,India,Some College,"Java, JavaScript","Express, Ruby on Rails",51-200,34449
27,Japan,Masters,"C++, Swift",,1-10,155649
3,India,Bachelors,"PHP, Rust","ASP.NET, React",1001-5000,19314
29,India,Bachelors,"Go, Python","Spring, ASP.NET",11-50,111679
1,USA,Bachelors,"C#, PHP","Express, React",201-1000,82738
10,USA,Some College,"JavaScript, Python","Express, Flask",5000+,114247
32,Germany,Masters,"Python, PHP","Angular, Angular",201-1000,191044
21,USA,Masters,"C#, PHP","Django, Spring",11-50,142999
7,  UK  ,,"Ruby, C#","Spring, Express",1001-5000,83426
11,Australia,Some College,"Go, Rust","Express, Flask",5000+,96801
25,UK,Bachelors,"Go, Java","ASP.NET, React",5000+,129942
17,USA,Masters,"Ruby, C#","Ruby on Rails, Spring",201-1000,164442
39,Brazil,Bachelors,"Java, C#","ASP.NET, Spring",201-1000,138618
4,USA,Masters,"Python, Ruby","Angular, Angular",1-10,123943
0,France,Bachelor's,"C#, Java","Express, Express",5000+,
14,USA,Bachelors,"PHP, Go","Django, ASP.NET",51-200,123511
0,Canada,Some College,"Swift, C#","Angular, Laravel",5000+,66432
6,USA,High School,"PHP, Python","Angular, Express",51-200,99180
4,USA,Bachelors,"Ruby, Ruby","Ruby on Rails, ASP.NET",1001-5000,99171
59,Germany,,"Python, JavaScript","Flask, Vue",11-50,79993
32,USA,Bachelors,"C#, Rust","Laravel, Flask",11-50,222731
4,USA,Bachelors,"C#, Rust","Vue, React",51-200,86521
10,Germany,Bachelors,"Go, C#","Django, Express",11-50,104498
9,Germany,Bachelors,"PHP, JavaScript","React, Django",1-10,97117
15,USA,Bachelors,"Java, PHP","Vue, Laravel",51-200,121490
16,France,Bachelors,"JavaScript, Rust","Laravel, Ruby on Rails",11-50,105353
7,Canada,Bachelors,"Rust, Rust","Flask, Ruby on Rails",51-200,82372
9,USA,Bachelors,"C++, Go","Django, Vue",1-10,94585
26,Canada,Masters,"Rust, C++","Laravel, Spring",1-10,142500
3,Germany,Masters,,"Django, Laravel",201-1000,92384
8,USA,Masters,"Java, PHP","Express, Laravel",5000+,155624
14,  Germany  ,Bachelors,"C++, JavaScript","Ruby on Rails, ASP.NET",5000+,114968
37,USA,Bachelors,"Python, C++","ASP.NET, Express",51-200,209667
19,USA,Bachelors,"Ruby, Python","Angular, ASP.NET",1001-5000,172211
20,Canada,Masters,"Swift, JavaScript","Django, Laravel",201-1000,137465
3,Japan,Masters,"Java, Java","Ruby on Rails, ASP.NET",1-10,
9,India,Bachelors,"C#, Ruby","Laravel, Django",5000+,50433
11,USA,,"C++, Rust","Ruby on Rails, Laravel",11-50,116268
16,UK,Some College,"Ruby, C++","Flask, Flask",201-1000,107830
3,Singapore,,"JavaScript, Python","Ruby on Rails, Spring",1001-5000,62538
,USA,Bachelors,"PHP, PHP","Laravel, Angular",1-10,110999
4,India,Masters,,"Express, Express",51-200,44023
5,India,Bachelors,"Swift, Rust","Spring, ASP.NET",5000+,42449
40,Germany,Bachelors,"Rust, PHP","Django, Laravel",5000+,164025
26,Australia,Bachelors,"Ruby, Python","Ruby on Rails, Ruby on Rails",11-50,117918
7,India,Bachelors,"Python, PHP",,201-1000,33496
36,Germany,Some College,"Rust, Python",,201-1000,166536
34,India,Some College,"C#, Go",,11-50,128429
,USA,Bachelors,"C++, Java",,51-200,198139
4,France,Some College,"C++, C++",,1-10,72709
32,Singapore,Bachelors,"JavaScript, C++","Ruby on Rails, Express",1001-5000,123251
37,USA,Bachelors,"Swift, Go","Laravel, Ruby on Rails",5000+,212271
3,USA,Bachelors,"Java, Ruby","Laravel, Laravel",11-50,96031
,USA,Bachelors,"Rust, C#","Angular, Vue",5000+,153362
11,USA,Masters,"Python, JavaScript","React, Ruby on Rails",5000+,139995
15,Japan,Bachelors,"Swift, Swift","Django, ASP.NET",11-50,98740
17,USA,Some College,"Python, C++","Laravel, Spring",5000+,172151
23,Germany,Masters,"Java, Java","Vue, Django",11-50,128993
2,USA,Masters,"Rust, PHP","Laravel, Django",51-200,125724
13,Japan,Some College,"C#, JavaScript","ASP.NET, Vue",51-200,75894
28,USA,Masters,"Rust, Ruby","Express, ASP.NET",11-50,192225
14,USA,Masters,,"Angular, Vue",11-50,
,USA,Some College,"C++, JavaScript","ASP.NET, Spring",5000+,237881
8,UK,Bachelors,,,1001-5000,98694
30,Singapore,Masters,"Java, C#","Express, Flask",1-10,139016
11,USA,Some College,"JavaScript, Ruby","Spring, Ruby on Rails",5000+,119903
-,India,Masters,"Python, C++","Laravel, ASP.NET",5000+,60711
0,UK,High School,,"Laravel, Ruby on Rails",5000+,64876
n/a,USA,Masters,"Python, Swift","Ruby on Rails, Vue",51-200,178451
22,Australia,,"Python, JavaScript","Spring, React",11-50,100210
10,USA,BACHELORS,"C++, Go","Vue, Spring",1-10,109286
16,USA,Bachelors,"C#, Python","Vue, ASP.NET",51-200,111236
38,Japan,Masters,"JavaScript, Python","Express, Ruby on Rails",11-50,154325
35,USA,Bachelors,"C++, Go","ASP.NET, Express",51-200,200033
3,Germany,Bachelors,"Go, Ruby","Angular, Express",201-1000,69229
,Australia,Bachelors,"C++, Java","Django, Django",1-10,129151
9,USA,Bachelors,"Swift, C++","Spring, Ruby on Rails",11-50,713000
6,USA,,"JavaScript, C++","Laravel, Django",11-50,97923
22,USA,Bachelors,,"Django, Express",1-10,176398
35,USA,Masters,"Ruby, Python","Ruby on Rails, Flask",51-200,
8,UK,Bachelors,"Java, Swift","Laravel, Express",1001-5000,100041
31,Japan,PhD,,"Angular, Flask",11-50,188600
18,Canada,Bachelors,"C++, Ruby","Laravel, Django",1-10,113860
37,UK,Bachelors,"C++, Rust","React, Angular",1001-5000,786044
20,US,Bachelors,"JavaScript, Swift","ASP.NET, Django",11-50,134870
25,Japan,Bachelors,"Rust, C++",,51-200,104519
,Germany,,"JavaScript, C++","Angular, Vue",5000+,120233
15,USA,Bachelors,"Go, Python","Express, Vue",51-200,131149
unknown,Canada,Masters,"Go, C#","Angular, Ruby on Rails",5000+,156998
5,uk,Bachelors,"C++, Java","Laravel, Vue",1-10,60140
4,India,Bachelors,"Go, C#","Flask, Angular",5000+,40571
26,India,Bachelors,"JavaScript, C#","ASP.NET, Flask",1-10,78710
32,Germany,Masters,"Java, Ruby","Express, Ruby on Rails",1-10,185435
23,Singapore,,"Java, Rust","React, Django",1-10,132806
26,UK,Bachelors,"JavaScript, PHP","ASP.NET, Ruby on Rails",11-50,136936
39,UK,Masters,"Swift, Go","Express, Spring",11-50,173044
4,Canada,Bachelors,"JavaScript, Swift","Express, ASP.NET",1001-5000,72459
13,USA,Masters,"Ruby, Java","Flask, Vue",5000+,154216
31,India,Bachelors,"Python, Rust","Ruby on Rails, Angular",5000+,111811
16,USA,,"C++, Go","React, ASP.NET",1-10,188761
15,Australia,Bachelors,,"Express, Django",201-1000,112691
38,USA,Bachelors,"Python, Go","Ruby on Rails, Vue",11-50,223118
18,France,Bachelors,"Python, Python","Express, Express",51-200,104243
11,USA,Masters,"C#, PHP","Django, Angular",201-1000,136652
28,UK,PhD,"Python, PHP","Flask, Express",1001-5000,190263
24,Brazil,Bachelors,"JavaScript, Swift","Flask, Angular",5000+,154128
35,Canada,Masters,"PHP, Rust","Flask, Ruby on Rails",1001-5000,790065
39,Australia,  Bachelors  ,"Rust, C#",,1001-5000,138773
10,Germany,,"JavaScript, PHP","React, Ruby on Rails",1-10,89277
31,UNITED STATES,Bachelors,"JavaScript, C++","Angular, Angular",1001-5000,201829
21,UK,Masters,"PHP, Swift","React, Vue",1-10,141405
15,Germany,Masters,"C++, C#","Angular, Ruby on Rails",201-1000,100525
34,Canada,Bachelors,"JavaScript, Swift",,201-1000,143322
23,  India  ,HIGH SCHOOL,"Java, C++","Spring, Ruby on Rails",201-1000,97196
37,Australia,Masters,"Java, Go","Angular, Laravel",51-200,194551
4,USA,Bachelors,"C#, Java","ASP.NET, Laravel",5000+,139243
40,UK,High School,"JavaScript, Java","Flask, Ruby on Rails",201-1000,212520
,germany,Some College,,"Laravel, Angular",201-1000,missing
29,Germany,Bachelors,"Swift, Python","Spring, Angular",51-200,
20,Germany,Bachelors,"Rust, Java","Ruby on Rails, Flask",1001-5000,117104
13,Canada,Bachelors,"Ruby, JavaScript","React, Spring",51-200,100202
38,Canada,Bachelors,"Swift, C++","Angular, Flask",11-50,202440
18,India,Bachelors,,"Flask, Django",51-200,
-4,Japan,Masters,"Go, C#","ASP.NET, React",51-200,-36533
24,Germany,Bachelors,"JavaScript, JavaScript","React, Express",51-200,133687
30,UK,Bachelors,,"React, ASP.NET",1-10,167456
8,France,Masters,"PHP, C#","React, ASP.NET",5000+,107448
21,Brazil,Masters,"Go, Swift","Express, Spring",11-50,118592
36,USA,PhD,"Swift, Swift","Ruby on Rails, Express",11-50,235861
